 0.3000000E+00 -0.3311315E-14  0.2135280E+00
 0.3000000E+00 -0.3235938E-14  0.2139040E+00
 0.3000000E+00 -0.3162278E-14  0.2142718E+00
 0.3000000E+00 -0.3090294E-14  0.2146323E+00
 0.3000000E+00 -0.3019949E-14  0.2149855E+00
 0.3000000E+00 -0.2951211E-14  0.2153314E+00
 0.3000000E+00 -0.2884032E-14  0.2156700E+00
 0.3000000E+00 -0.2818382E-14  0.2160014E+00
 0.3000000E+00 -0.2754226E-14  0.2163257E+00
 0.3000000E+00 -0.2691537E-14  0.2166429E+00
 0.3000000E+00 -0.2630269E-14  0.2169539E+00
 0.3000000E+00 -0.2570395E-14  0.2172578E+00
 0.3000000E+00 -0.2511884E-14  0.2175561E+00
 0.3000000E+00 -0.2454711E-14  0.2178475E+00
 0.3000000E+00 -0.2398834E-14  0.2181325E+00
 0.3000000E+00 -0.2344228E-14  0.2184113E+00
 0.3000000E+00 -0.2290866E-14  0.2186847E+00
 0.3000000E+00 -0.2238723E-14  0.2189521E+00
 0.3000000E+00 -0.2187762E-14  0.2192136E+00
 0.3000000E+00 -0.2137962E-14  0.2194696E+00
 0.3000000E+00 -0.2089295E-14  0.2197204E+00
 0.3000000E+00 -0.2041740E-14  0.2199649E+00
 0.3000000E+00 -0.1995263E-14  0.2202049E+00
 0.3000000E+00 -0.1949844E-14  0.2204392E+00
 0.3000000E+00 -0.1905459E-14  0.2206689E+00
 0.3000000E+00 -0.1862089E-14  0.2208934E+00
 0.3000000E+00 -0.1819702E-14  0.2211128E+00
 0.3000000E+00 -0.1778279E-14  0.2213283E+00
 0.3000000E+00 -0.1737800E-14  0.2215385E+00
 0.3000000E+00 -0.1698242E-14  0.2217438E+00
 0.3000000E+00 -0.1659588E-14  0.2219451E+00
 0.3000000E+00 -0.1621810E-14  0.2221422E+00
 0.3000000E+00 -0.1584892E-14  0.2223347E+00
 0.3000000E+00 -0.1548815E-14  0.2225231E+00
 0.3000000E+00 -0.1513562E-14  0.2227067E+00
 0.3000000E+00 -0.1479109E-14  0.2228870E+00
 0.3000000E+00 -0.1445439E-14  0.2230632E+00
 0.3000000E+00 -0.1412536E-14  0.2232354E+00
 0.3000000E+00 -0.1380385E-14  0.2234041E+00
 0.3000000E+00 -0.1348963E-14  0.2235694E+00
 0.3000000E+00 -0.1318256E-14  0.2237306E+00
 0.3000000E+00 -0.1288248E-14  0.2238880E+00
 0.3000000E+00 -0.1258927E-14  0.2240424E+00
 0.3000000E+00 -0.1230269E-14  0.2241930E+00
 0.3000000E+00 -0.1202264E-14  0.2243406E+00
 0.3000000E+00 -0.1174897E-14  0.2244845E+00
 0.3000000E+00 -0.1148155E-14  0.2246254E+00
 0.3000000E+00 -0.1122019E-14  0.2247642E+00
 0.3000000E+00 -0.1096478E-14  0.2248986E+00
 0.3000000E+00 -0.1071519E-14  0.2250303E+00
 0.3000000E+00 -0.1047130E-14  0.2251596E+00
 0.3000000E+00 -0.1023294E-14  0.2252855E+00
 0.3000000E+00 -0.1000000E-14  0.2254088E+00

 0.4000000E+00 -0.1000000E-10  0.2852670E+00
 0.4000000E+00 -0.9120109E-11  0.2851823E+00
 0.4000000E+00 -0.8317639E-11  0.2850773E+00
 0.4000000E+00 -0.7585777E-11  0.2849641E+00
 0.4000000E+00 -0.6918312E-11  0.2847995E+00
 0.4000000E+00 -0.6309576E-11  0.2846158E+00
 0.4000000E+00 -0.5754403E-11  0.2844179E+00
 0.4000000E+00 -0.5248078E-11  0.2841858E+00
 0.4000000E+00 -0.4786304E-11  0.2838303E+00
 0.4000000E+00 -0.4365162E-11  0.2835082E+00
 0.4000000E+00 -0.3981075E-11  0.2830276E+00
 0.4000000E+00 -0.3630784E-11  0.2826168E+00
 0.4000000E+00 -0.3311315E-11  0.2820669E+00
 0.4000000E+00 -0.3162278E-11  0.2817855E+00
 0.4000000E+00 -0.3019948E-11  0.2814454E+00
 0.4000000E+00 -0.2884032E-11  0.2810793E+00
 0.4000000E+00 -0.2754226E-11  0.2807492E+00
 0.4000000E+00 -0.2630268E-11  0.2803548E+00
 0.4000000E+00 -0.2511884E-11  0.2798689E+00
 0.4000000E+00 -0.2398834E-11  0.2794644E+00
 0.4000000E+00 -0.2290866E-11  0.2789659E+00
 0.4000000E+00 -0.2187762E-11  0.2785239E+00
 0.4000000E+00 -0.2089295E-11  0.2780728E+00
 0.4000000E+00 -0.1995263E-11  0.2775424E+00
 0.4000000E+00 -0.1905460E-11  0.2770970E+00
 0.4000000E+00 -0.1819702E-11  0.2765546E+00
 0.4000000E+00 -0.1737800E-11  0.2758603E+00
 0.4000000E+00 -0.1659588E-11  0.2753359E+00
 0.4000000E+00 -0.1584892E-11  0.2743749E+00
 0.4000000E+00 -0.1513562E-11  0.2738054E+00
 0.4000000E+00 -0.1445439E-11  0.2729905E+00
 0.4000000E+00 -0.1380385E-11  0.2720179E+00
 0.4000000E+00 -0.1318256E-11  0.2716098E+00
 0.4000000E+00 -0.1258927E-11  0.2706528E+00
 0.4000000E+00 -0.1202264E-11  0.2697227E+00
 0.4000000E+00 -0.1148155E-11  0.2691089E+00
 0.4000000E+00 -0.1096478E-11  0.2682905E+00
 0.4000000E+00 -0.1047130E-11  0.2668635E+00
 0.4000000E+00 -0.1000000E-11  0.2657525E+00
 0.4000000E+00 -0.9772367E-12  0.2655024E+00
 0.4000000E+00 -0.9549916E-12  0.2652029E+00
 0.4000000E+00 -0.9332549E-12  0.2647241E+00
 0.4000000E+00 -0.9120109E-12  0.2637615E+00
 0.4000000E+00 -0.8912506E-12  0.2631995E+00
 0.4000000E+00 -0.8709628E-12  0.2622332E+00
 0.4000000E+00 -0.8511387E-12  0.2614884E+00
 0.4000000E+00 -0.8317639E-12  0.2611908E+00
 0.4000000E+00 -0.8128302E-12  0.2604351E+00
 0.4000000E+00 -0.7943275E-12  0.2600857E+00
 0.4000000E+00 -0.7762477E-12  0.2596497E+00
 0.4000000E+00 -0.7585778E-12  0.2585677E+00
 0.4000000E+00 -0.7413101E-12  0.2583513E+00
 0.4000000E+00 -0.7244354E-12  0.2580718E+00
 0.4000000E+00 -0.7079464E-12  0.2566308E+00
 0.4000000E+00 -0.6918312E-12  0.2555416E+00
 0.4000000E+00 -0.6760828E-12  0.2552108E+00
 0.4000000E+00 -0.6606930E-12  0.2541358E+00
 0.4000000E+00 -0.6456549E-12  0.2527346E+00
 0.4000000E+00 -0.6309576E-12  0.2523439E+00
 0.4000000E+00 -0.6165949E-12  0.2523999E+00
 0.4000000E+00 -0.6025592E-12  0.2518024E+00
 0.4000000E+00 -0.5888443E-12  0.2512434E+00
 0.4000000E+00 -0.5754402E-12  0.2511450E+00
 0.4000000E+00 -0.5623414E-12  0.2506537E+00
 0.4000000E+00 -0.5495406E-12  0.2492350E+00
 0.4000000E+00 -0.5370312E-12  0.2476757E+00
 0.4000000E+00 -0.5248078E-12  0.2467643E+00
 0.4000000E+00 -0.5128615E-12  0.2461613E+00
 0.4000000E+00 -0.5011870E-12  0.2449600E+00
 0.4000000E+00 -0.4897784E-12  0.2434695E+00
 0.4000000E+00 -0.4786304E-12  0.2424088E+00
 0.4000000E+00 -0.4677352E-12  0.2419590E+00
 0.4000000E+00 -0.4570880E-12  0.2417062E+00
 0.4000000E+00 -0.4466832E-12  0.2411808E+00
 0.4000000E+00 -0.4365162E-12  0.2403135E+00
 0.4000000E+00 -0.4265796E-12  0.2394478E+00
 0.4000000E+00 -0.4168693E-12  0.2385765E+00
 0.4000000E+00 -0.4073800E-12  0.2375296E+00
 0.4000000E+00 -0.3981075E-12  0.2364894E+00
 0.4000000E+00 -0.3890453E-12  0.2357551E+00
 0.4000000E+00 -0.3801893E-12  0.2352822E+00
 0.4000000E+00 -0.3715350E-12  0.2350019E+00
 0.4000000E+00 -0.3630784E-12  0.2344985E+00
 0.4000000E+00 -0.3548135E-12  0.2335719E+00
 0.4000000E+00 -0.3467368E-12  0.2320957E+00
 0.4000000E+00 -0.3388439E-12  0.2303325E+00
 0.4000000E+00 -0.3311315E-12  0.2286699E+00
 0.4000000E+00 -0.3235938E-12  0.2274094E+00
 0.4000000E+00 -0.3162278E-12  0.2264478E+00
 0.4000000E+00 -0.3090294E-12  0.2252344E+00
 0.4000000E+00 -0.3019949E-12  0.2236095E+00
 0.4000000E+00 -0.2951211E-12  0.2215258E+00
 0.4000000E+00 -0.2884032E-12  0.2191944E+00
 0.4000000E+00 -0.2818382E-12  0.2171124E+00
 0.4000000E+00 -0.2754226E-12  0.2155612E+00
 0.4000000E+00 -0.2691537E-12  0.2146474E+00
 0.4000000E+00 -0.2630269E-12  0.2142869E+00
 0.4000000E+00 -0.2570395E-12  0.2139356E+00
 0.4000000E+00 -0.2511884E-12  0.2134455E+00
 0.4000000E+00 -0.2454711E-12  0.2126097E+00
 0.4000000E+00 -0.2398834E-12  0.2112471E+00
 0.4000000E+00 -0.2344228E-12  0.2096311E+00
 0.4000000E+00 -0.2290866E-12  0.2082077E+00
 0.4000000E+00 -0.2238723E-12  0.2071170E+00
 0.4000000E+00 -0.2187762E-12  0.2064743E+00
 0.4000000E+00 -0.2137962E-12  0.2063610E+00
 0.4000000E+00 -0.2089295E-12  0.2065354E+00
 0.4000000E+00 -0.2041740E-12  0.2065800E+00
 0.4000000E+00 -0.1995263E-12  0.2063446E+00
 0.4000000E+00 -0.1949844E-12  0.2055673E+00
 0.4000000E+00 -0.1905460E-12  0.2040349E+00
 0.4000000E+00 -0.1862089E-12  0.2016418E+00
 0.4000000E+00 -0.1819702E-12  0.1986248E+00
 0.4000000E+00 -0.1778279E-12  0.1952113E+00
 0.4000000E+00 -0.1737800E-12  0.1916438E+00
 0.4000000E+00 -0.1698242E-12  0.1881749E+00
 0.4000000E+00 -0.1659588E-12  0.1850691E+00
 0.4000000E+00 -0.1621810E-12  0.1824729E+00
 0.4000000E+00 -0.1584893E-12  0.1804900E+00
 0.4000000E+00 -0.1548815E-12  0.1791563E+00
 0.4000000E+00 -0.1513562E-12  0.1783547E+00
 0.4000000E+00 -0.1479109E-12  0.1779618E+00
 0.4000000E+00 -0.1445439E-12  0.1778104E+00
 0.4000000E+00 -0.1412536E-12  0.1777281E+00
 0.4000000E+00 -0.1380385E-12  0.1775551E+00
 0.4000000E+00 -0.1348963E-12  0.1771611E+00
 0.4000000E+00 -0.1318256E-12  0.1764565E+00
 0.4000000E+00 -0.1288248E-12  0.1753940E+00
 0.4000000E+00 -0.1258927E-12  0.1739686E+00
 0.4000000E+00 -0.1230269E-12  0.1722117E+00
 0.4000000E+00 -0.1202264E-12  0.1701843E+00
 0.4000000E+00 -0.1174897E-12  0.1679659E+00
 0.4000000E+00 -0.1148155E-12  0.1656481E+00
 0.4000000E+00 -0.1122019E-12  0.1633224E+00
 0.4000000E+00 -0.1096478E-12  0.1610760E+00
 0.4000000E+00 -0.1071519E-12  0.1589854E+00
 0.4000000E+00 -0.1047130E-12  0.1571121E+00
 0.4000000E+00 -0.1023294E-12  0.1555022E+00
 0.4000000E+00 -0.1000000E-12  0.1541827E+00
 0.4000000E+00 -0.9772367E-13  0.1531662E+00
 0.4000000E+00 -0.9549916E-13  0.1524494E+00
 0.4000000E+00 -0.9332549E-13  0.1520168E+00
 0.4000000E+00 -0.9120109E-13  0.1518434E+00
 0.4000000E+00 -0.8912506E-13  0.1518956E+00
 0.4000000E+00 -0.8709628E-13  0.1521374E+00
 0.4000000E+00 -0.8511386E-13  0.1525269E+00
 0.4000000E+00 -0.8317639E-13  0.1530262E+00
 0.4000000E+00 -0.8128302E-13  0.1535961E+00
 0.4000000E+00 -0.7943275E-13  0.1542016E+00
 0.4000000E+00 -0.7762478E-13  0.1548105E+00
 0.4000000E+00 -0.7585778E-13  0.1553964E+00
 0.4000000E+00 -0.7413100E-13  0.1559365E+00
 0.4000000E+00 -0.7244354E-13  0.1564144E+00
 0.4000000E+00 -0.7079464E-13  0.1568174E+00
 0.4000000E+00 -0.6918312E-13  0.1571373E+00
 0.4000000E+00 -0.6760829E-13  0.1573708E+00
 0.4000000E+00 -0.6606930E-13  0.1575177E+00
 0.4000000E+00 -0.6456549E-13  0.1575806E+00
 0.4000000E+00 -0.6309576E-13  0.1575660E+00
 0.4000000E+00 -0.6165949E-13  0.1574815E+00
 0.4000000E+00 -0.6025592E-13  0.1573359E+00
 0.4000000E+00 -0.5888443E-13  0.1571399E+00
 0.4000000E+00 -0.5754402E-13  0.1569053E+00
 0.4000000E+00 -0.5623413E-13  0.1566420E+00
 0.4000000E+00 -0.5495406E-13  0.1563633E+00
 0.4000000E+00 -0.5370312E-13  0.1560792E+00
 0.4000000E+00 -0.5248078E-13  0.1558009E+00
 0.4000000E+00 -0.5128614E-13  0.1555387E+00
 0.4000000E+00 -0.5011870E-13  0.1553012E+00
 0.4000000E+00 -0.4897783E-13  0.1550979E+00
 0.4000000E+00 -0.4786304E-13  0.1549362E+00
 0.4000000E+00 -0.4677352E-13  0.1548223E+00
 0.4000000E+00 -0.4570880E-13  0.1547622E+00
 0.4000000E+00 -0.4466832E-13  0.1547610E+00
 0.4000000E+00 -0.4365162E-13  0.1548221E+00
 0.4000000E+00 -0.4265796E-13  0.1549492E+00
 0.4000000E+00 -0.4168693E-13  0.1551443E+00
 0.4000000E+00 -0.4073800E-13  0.1554089E+00
 0.4000000E+00 -0.3981075E-13  0.1557436E+00
 0.4000000E+00 -0.3890453E-13  0.1561495E+00
 0.4000000E+00 -0.3801893E-13  0.1566255E+00
 0.4000000E+00 -0.3715350E-13  0.1571711E+00
 0.4000000E+00 -0.3630784E-13  0.1577850E+00
 0.4000000E+00 -0.3548135E-13  0.1584662E+00
 0.4000000E+00 -0.3467368E-13  0.1592111E+00
 0.4000000E+00 -0.3388439E-13  0.1600193E+00
 0.4000000E+00 -0.3311315E-13  0.1608873E+00
 0.4000000E+00 -0.3235938E-13  0.1618129E+00
 0.4000000E+00 -0.3162278E-13  0.1627931E+00
 0.4000000E+00 -0.3090294E-13  0.1638255E+00
 0.4000000E+00 -0.3019949E-13  0.1649063E+00
 0.4000000E+00 -0.2951211E-13  0.1660328E+00
 0.4000000E+00 -0.2884032E-13  0.1672021E+00
 0.4000000E+00 -0.2818382E-13  0.1684120E+00
 0.4000000E+00 -0.2754226E-13  0.1696587E+00
 0.4000000E+00 -0.2691537E-13  0.1709388E+00
 0.4000000E+00 -0.2630268E-13  0.1722500E+00
 0.4000000E+00 -0.2570395E-13  0.1735896E+00
 0.4000000E+00 -0.2511884E-13  0.1749545E+00
 0.4000000E+00 -0.2454711E-13  0.1763420E+00
 0.4000000E+00 -0.2398834E-13  0.1777499E+00
 0.4000000E+00 -0.2344228E-13  0.1791753E+00
 0.4000000E+00 -0.2290866E-13  0.1806159E+00
 0.4000000E+00 -0.2238723E-13  0.1820692E+00
 0.4000000E+00 -0.2187762E-13  0.1835336E+00
 0.4000000E+00 -0.2137962E-13  0.1850066E+00
 0.4000000E+00 -0.2089295E-13  0.1864862E+00
 0.4000000E+00 -0.2041740E-13  0.1879696E+00
 0.4000000E+00 -0.1995263E-13  0.1894571E+00
 0.4000000E+00 -0.1949844E-13  0.1909450E+00
 0.4000000E+00 -0.1905460E-13  0.1924332E+00
 0.4000000E+00 -0.1862089E-13  0.1939193E+00
 0.4000000E+00 -0.1819702E-13  0.1954019E+00
 0.4000000E+00 -0.1778279E-13  0.1968805E+00
 0.4000000E+00 -0.1737800E-13  0.1983523E+00
 0.4000000E+00 -0.1698242E-13  0.1998174E+00
 0.4000000E+00 -0.1659588E-13  0.2012741E+00
 0.4000000E+00 -0.1621810E-13  0.2027218E+00
 0.4000000E+00 -0.1584892E-13  0.2041599E+00
 0.4000000E+00 -0.1548815E-13  0.2055867E+00
 0.4000000E+00 -0.1513562E-13  0.2070019E+00
 0.4000000E+00 -0.1479109E-13  0.2084045E+00
 0.4000000E+00 -0.1445439E-13  0.2097944E+00
 0.4000000E+00 -0.1412536E-13  0.2111706E+00
 0.4000000E+00 -0.1380385E-13  0.2125319E+00
 0.4000000E+00 -0.1348963E-13  0.2138791E+00
 0.4000000E+00 -0.1318256E-13  0.2152111E+00
 0.4000000E+00 -0.1288249E-13  0.2165276E+00
 0.4000000E+00 -0.1258927E-13  0.2178276E+00
 0.4000000E+00 -0.1230269E-13  0.2191118E+00
 0.4000000E+00 -0.1202264E-13  0.2203787E+00
 0.4000000E+00 -0.1174897E-13  0.2216294E+00
 0.4000000E+00 -0.1148155E-13  0.2228628E+00
 0.4000000E+00 -0.1122019E-13  0.2240796E+00
 0.4000000E+00 -0.1096478E-13  0.2252787E+00
 0.4000000E+00 -0.1071519E-13  0.2264599E+00
 0.4000000E+00 -0.1047130E-13  0.2276241E+00
 0.4000000E+00 -0.1023294E-13  0.2287710E+00
 0.4000000E+00 -0.1000000E-13  0.2299001E+00
 0.4000000E+00 -0.9772367E-14  0.2310110E+00
 0.4000000E+00 -0.9549916E-14  0.2321054E+00
 0.4000000E+00 -0.9332549E-14  0.2331809E+00
 0.4000000E+00 -0.9120109E-14  0.2342398E+00
 0.4000000E+00 -0.8912505E-14  0.2352810E+00
 0.4000000E+00 -0.8709627E-14  0.2363048E+00
 0.4000000E+00 -0.8511386E-14  0.2373113E+00
 0.4000000E+00 -0.8317639E-14  0.2383005E+00
 0.4000000E+00 -0.8128303E-14  0.2392727E+00
 0.4000000E+00 -0.7943275E-14  0.2402278E+00
 0.4000000E+00 -0.7762478E-14  0.2411659E+00
 0.4000000E+00 -0.7585778E-14  0.2420871E+00
 0.4000000E+00 -0.7413100E-14  0.2429926E+00
 0.4000000E+00 -0.7244353E-14  0.2438809E+00
 0.4000000E+00 -0.7079464E-14  0.2447541E+00
 0.4000000E+00 -0.6918312E-14  0.2456096E+00
 0.4000000E+00 -0.6760829E-14  0.2464511E+00
 0.4000000E+00 -0.6606930E-14  0.2472747E+00
 0.4000000E+00 -0.6456548E-14  0.2480846E+00
 0.4000000E+00 -0.6309576E-14  0.2488782E+00
 0.4000000E+00 -0.6165950E-14  0.2496580E+00
 0.4000000E+00 -0.6025592E-14  0.2504219E+00
 0.4000000E+00 -0.5888443E-14  0.2511709E+00
 0.4000000E+00 -0.5754403E-14  0.2519061E+00
 0.4000000E+00 -0.5623413E-14  0.2526262E+00
 0.4000000E+00 -0.5495406E-14  0.2533327E+00
 0.4000000E+00 -0.5370312E-14  0.2540254E+00
 0.4000000E+00 -0.5248078E-14  0.2547045E+00
 0.4000000E+00 -0.5128614E-14  0.2553699E+00
 0.4000000E+00 -0.5011870E-14  0.2560225E+00
 0.4000000E+00 -0.4897783E-14  0.2566615E+00
 0.4000000E+00 -0.4786304E-14  0.2572876E+00
 0.4000000E+00 -0.4677352E-14  0.2579019E+00
 0.4000000E+00 -0.4570880E-14  0.2585028E+00
 0.4000000E+00 -0.4466832E-14  0.2590923E+00
 0.4000000E+00 -0.4365162E-14  0.2596697E+00
 0.4000000E+00 -0.4265796E-14  0.2602349E+00
 0.4000000E+00 -0.4168693E-14  0.2607890E+00
 0.4000000E+00 -0.4073799E-14  0.2613311E+00
 0.4000000E+00 -0.3981075E-14  0.2618625E+00
 0.4000000E+00 -0.3890453E-14  0.2623826E+00
 0.4000000E+00 -0.3801893E-14  0.2628925E+00
 0.4000000E+00 -0.3715350E-14  0.2633914E+00
 0.4000000E+00 -0.3630784E-14  0.2638794E+00
 0.4000000E+00 -0.3548135E-14  0.2643581E+00
 0.4000000E+00 -0.3467368E-14  0.2648270E+00
 0.4000000E+00 -0.3388439E-14  0.2652854E+00
 0.4000000E+00 -0.3311315E-14  0.2657336E+00
 0.4000000E+00 -0.3235938E-14  0.2661729E+00
 0.4000000E+00 -0.3162278E-14  0.2666031E+00
 0.4000000E+00 -0.3090294E-14  0.2670243E+00
 0.4000000E+00 -0.3019949E-14  0.2674358E+00
 0.4000000E+00 -0.2951211E-14  0.2678398E+00
 0.4000000E+00 -0.2884032E-14  0.2682345E+00
 0.4000000E+00 -0.2818382E-14  0.2686201E+00
 0.4000000E+00 -0.2754226E-14  0.2689979E+00
 0.4000000E+00 -0.2691537E-14  0.2693684E+00
 0.4000000E+00 -0.2630269E-14  0.2697307E+00
 0.4000000E+00 -0.2570395E-14  0.2700845E+00
 0.4000000E+00 -0.2511884E-14  0.2704313E+00
 0.4000000E+00 -0.2454711E-14  0.2707698E+00
 0.4000000E+00 -0.2398834E-14  0.2711020E+00
 0.4000000E+00 -0.2344228E-14  0.2714271E+00
 0.4000000E+00 -0.2290866E-14  0.2717443E+00
 0.4000000E+00 -0.2238723E-14  0.2720554E+00
 0.4000000E+00 -0.2187762E-14  0.2723595E+00
 0.4000000E+00 -0.2137962E-14  0.2726564E+00
 0.4000000E+00 -0.2089295E-14  0.2729475E+00
 0.4000000E+00 -0.2041740E-14  0.2732325E+00
 0.4000000E+00 -0.1995263E-14  0.2735111E+00
 0.4000000E+00 -0.1949844E-14  0.2737831E+00
 0.4000000E+00 -0.1905459E-14  0.2740490E+00
 0.4000000E+00 -0.1862089E-14  0.2743100E+00
 0.4000000E+00 -0.1819702E-14  0.2745644E+00
 0.4000000E+00 -0.1778279E-14  0.2748141E+00
 0.4000000E+00 -0.1737800E-14  0.2750580E+00
 0.4000000E+00 -0.1698242E-14  0.2752957E+00
 0.4000000E+00 -0.1659588E-14  0.2755290E+00
 0.4000000E+00 -0.1621810E-14  0.2757570E+00
 0.4000000E+00 -0.1584892E-14  0.2759802E+00
 0.4000000E+00 -0.1548815E-14  0.2761982E+00
 0.4000000E+00 -0.1513562E-14  0.2764121E+00
 0.4000000E+00 -0.1479109E-14  0.2766203E+00
 0.4000000E+00 -0.1445439E-14  0.2768248E+00
 0.4000000E+00 -0.1412536E-14  0.2770236E+00
 0.4000000E+00 -0.1380385E-14  0.2772188E+00
 0.4000000E+00 -0.1348963E-14  0.2774094E+00
 0.4000000E+00 -0.1318256E-14  0.2775964E+00
 0.4000000E+00 -0.1288248E-14  0.2777786E+00
 0.4000000E+00 -0.1258927E-14  0.2779571E+00
 0.4000000E+00 -0.1230269E-14  0.2781318E+00
 0.4000000E+00 -0.1202264E-14  0.2783020E+00
 0.4000000E+00 -0.1174897E-14  0.2784688E+00
 0.4000000E+00 -0.1148155E-14  0.2786316E+00
 0.4000000E+00 -0.1122019E-14  0.2787913E+00
 0.4000000E+00 -0.1096478E-14  0.2789470E+00
 0.4000000E+00 -0.1071519E-14  0.2790996E+00
 0.4000000E+00 -0.1047130E-14  0.2792488E+00
 0.4000000E+00 -0.1023294E-14  0.2793937E+00
 0.4000000E+00 -0.1000000E-14  0.2795370E+00

 0.5000000E+00 -0.1000000E-10  0.3328440E+00
 0.5000000E+00 -0.9120109E-11  0.3327523E+00
 0.5000000E+00 -0.8317639E-11  0.3326417E+00
 0.5000000E+00 -0.7585777E-11  0.3325137E+00
 0.5000000E+00 -0.6918312E-11  0.3323377E+00
 0.5000000E+00 -0.6309576E-11  0.3321347E+00
 0.5000000E+00 -0.5754403E-11  0.3319192E+00
 0.5000000E+00 -0.5248078E-11  0.3316546E+00
 0.5000000E+00 -0.4786304E-11  0.3312701E+00
 0.5000000E+00 -0.4365162E-11  0.3309180E+00
 0.5000000E+00 -0.3981075E-11  0.3303993E+00
 0.5000000E+00 -0.3630784E-11  0.3299443E+00
 0.5000000E+00 -0.3311315E-11  0.3293560E+00
 0.5000000E+00 -0.3162278E-11  0.3290189E+00
 0.5000000E+00 -0.3019948E-11  0.3286654E+00
 0.5000000E+00 -0.2884032E-11  0.3282801E+00
 0.5000000E+00 -0.2754226E-11  0.3278845E+00
 0.5000000E+00 -0.2630268E-11  0.3274900E+00
 0.5000000E+00 -0.2511884E-11  0.3269458E+00
 0.5000000E+00 -0.2398834E-11  0.3264734E+00
 0.5000000E+00 -0.2290866E-11  0.3259374E+00
 0.5000000E+00 -0.2187762E-11  0.3254323E+00
 0.5000000E+00 -0.2089295E-11  0.3249830E+00
 0.5000000E+00 -0.1995263E-11  0.3243816E+00
 0.5000000E+00 -0.1905460E-11  0.3239306E+00
 0.5000000E+00 -0.1819702E-11  0.3232260E+00
 0.5000000E+00 -0.1737800E-11  0.3225857E+00
 0.5000000E+00 -0.1659588E-11  0.3218284E+00
 0.5000000E+00 -0.1584892E-11  0.3209108E+00
 0.5000000E+00 -0.1513562E-11  0.3202507E+00
 0.5000000E+00 -0.1445439E-11  0.3192725E+00
 0.5000000E+00 -0.1380385E-11  0.3183644E+00
 0.5000000E+00 -0.1318256E-11  0.3179388E+00
 0.5000000E+00 -0.1258927E-11  0.3167910E+00
 0.5000000E+00 -0.1202264E-11  0.3157704E+00
 0.5000000E+00 -0.1148155E-11  0.3150300E+00
 0.5000000E+00 -0.1096478E-11  0.3140813E+00
 0.5000000E+00 -0.1047130E-11  0.3125978E+00
 0.5000000E+00 -0.1000000E-11  0.3114588E+00
 0.5000000E+00 -0.9772367E-12  0.3110915E+00
 0.5000000E+00 -0.9549916E-12  0.3108884E+00
 0.5000000E+00 -0.9332549E-12  0.3099224E+00
 0.5000000E+00 -0.9120109E-12  0.3091972E+00
 0.5000000E+00 -0.8912506E-12  0.3084170E+00
 0.5000000E+00 -0.8709628E-12  0.3071347E+00
 0.5000000E+00 -0.8511387E-12  0.3068252E+00
 0.5000000E+00 -0.8317639E-12  0.3061671E+00
 0.5000000E+00 -0.8128302E-12  0.3054746E+00
 0.5000000E+00 -0.7943275E-12  0.3052602E+00
 0.5000000E+00 -0.7762477E-12  0.3042302E+00
 0.5000000E+00 -0.7585778E-12  0.3034897E+00
 0.5000000E+00 -0.7413101E-12  0.3035053E+00
 0.5000000E+00 -0.7244354E-12  0.3022508E+00
 0.5000000E+00 -0.7079464E-12  0.3007658E+00
 0.5000000E+00 -0.6918312E-12  0.3003554E+00
 0.5000000E+00 -0.6760828E-12  0.2994080E+00
 0.5000000E+00 -0.6606930E-12  0.2977223E+00
 0.5000000E+00 -0.6456549E-12  0.2969086E+00
 0.5000000E+00 -0.6309576E-12  0.2969162E+00
 0.5000000E+00 -0.6165949E-12  0.2965016E+00
 0.5000000E+00 -0.6025592E-12  0.2958112E+00
 0.5000000E+00 -0.5888443E-12  0.2956025E+00
 0.5000000E+00 -0.5754402E-12  0.2952202E+00
 0.5000000E+00 -0.5623414E-12  0.2939342E+00
 0.5000000E+00 -0.5495406E-12  0.2923275E+00
 0.5000000E+00 -0.5370312E-12  0.2912494E+00
 0.5000000E+00 -0.5248078E-12  0.2903472E+00
 0.5000000E+00 -0.5128615E-12  0.2889531E+00
 0.5000000E+00 -0.5011870E-12  0.2872502E+00
 0.5000000E+00 -0.4897784E-12  0.2861179E+00
 0.5000000E+00 -0.4786304E-12  0.2855873E+00
 0.5000000E+00 -0.4677352E-12  0.2851929E+00
 0.5000000E+00 -0.4570880E-12  0.2845756E+00
 0.5000000E+00 -0.4466832E-12  0.2836938E+00
 0.5000000E+00 -0.4365162E-12  0.2828126E+00
 0.5000000E+00 -0.4265796E-12  0.2819218E+00
 0.5000000E+00 -0.4168693E-12  0.2807125E+00
 0.5000000E+00 -0.4073800E-12  0.2793633E+00
 0.5000000E+00 -0.3981075E-12  0.2785212E+00
 0.5000000E+00 -0.3890453E-12  0.2781830E+00
 0.5000000E+00 -0.3801893E-12  0.2780463E+00
 0.5000000E+00 -0.3715350E-12  0.2774397E+00
 0.5000000E+00 -0.3630784E-12  0.2760907E+00
 0.5000000E+00 -0.3548135E-12  0.2741759E+00
 0.5000000E+00 -0.3467368E-12  0.2721201E+00
 0.5000000E+00 -0.3388439E-12  0.2704634E+00
 0.5000000E+00 -0.3311315E-12  0.2693092E+00
 0.5000000E+00 -0.3235938E-12  0.2684594E+00
 0.5000000E+00 -0.3162278E-12  0.2671146E+00
 0.5000000E+00 -0.3090294E-12  0.2650269E+00
